doi,title,authors,author_affiliations,venue,container_title,event_name,event_location,pages,published_print,published_online,doi_url,acm_page_url,official_pdf_download_url,supplementary_material_url,source_archive_url,github_urls,repository_urls,dataset_urls,arxiv_ids,arxiv_abs_urls,arxiv_pdf_urls,arxiv_source_urls,all_extracted_urls,publisher,license_urls,reference_count,is_referenced_by_count,crossref_type,fetched_at_utc
10.1145/3805622.3810862,Chameleon: Benchmarking Detection and Backtracking on Commercial-Grade AI-Generated Videos,Xingming Liao; Meiyu Zeng; Canyu Chen; Nankai Lin; Zhuowei Wang; Aimin Yang,"Guangdong University of Technology, Guangzhou, China; Guangdong University of Foreign Studies, Guangzhou, China and Guangdong Engineering Research Center of Data Security Governance and Privacy Computing, Guangzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2276-2285,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810862,https://dl.acm.org/doi/10.1145/3805622.3810862,https://dl.acm.org/doi/pdf/10.1145/3805622.3810862,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,55,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810860,EAD-Net: Emotion-Aware Talking Head Generation with Spatial Refinement and Temporal Coherence,Yahui Li; Yinfeng Yu; Liejun Wang; Shengjie Shen,"Xinjiang University, Urumqi, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2286-2294,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810860,https://dl.acm.org/doi/10.1145/3805622.3810860,https://dl.acm.org/doi/pdf/10.1145/3805622.3810860,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,47,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810859,Coupling Frequency-domain Stepwise Enhancement and Statistical Moment Adjustment for Single Image Dehazing,Xiaowen Chen; Guoqiang Xiao; Michael S. Lew; Song Wu,"Southwest University, Chongqing, Chongqing, China; Leiden University, Leiden, Netherlands",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2295-2304,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810859,https://dl.acm.org/doi/10.1145/3805622.3810859,https://dl.acm.org/doi/pdf/10.1145/3805622.3810859,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,56,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810855,OpenImplicit: Benchmarking Implicit Reasoning in MLLMs via Open-Ended Evaluation,Jidong Li; Xiaofei Yin; Ya Guo; Shuheng Zhou; Yi Tu; Haodong Zhao; Sufeng Duan; Gongshen Liu; Huijia Zhu,"Shanghai Jiao Tong University, Shanghai, China; Ant Security Lab, Ant Group, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2305-2313,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810855,https://dl.acm.org/doi/10.1145/3805622.3810855,https://dl.acm.org/doi/pdf/10.1145/3805622.3810855,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,41,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810852,TF-Count: A Training-Free Exemplar-Based Method for Class-Agnostic Cell Counting Using DINOv2,Xiuze Dong; Maosheng He; Zhao Wang; Zhiqiang Liang; Yifan He,"Beijing Electronic Science and Technology Institute, Beijing, Beijing, China; Beijing Electronic Science and Technology Institute, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2323-2332,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810852,https://dl.acm.org/doi/10.1145/3805622.3810852,https://dl.acm.org/doi/pdf/10.1145/3805622.3810852,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,40,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810867,Exploring Potential Knowledge Correlations of Disease Diagnosis with Partial Labels,Nian Ai; Daizong Liu; Pan Zhou,"Huazhong University of Science and Technology, Wuhan, China; Wuhan University, Wuhan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2333-2342,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810867,https://dl.acm.org/doi/10.1145/3805622.3810867,https://dl.acm.org/doi/pdf/10.1145/3805622.3810867,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,68,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810879,Sparse Implicit Connectivity Graphs with Scheduled Emotion History Sampling for Multimodal Emotion Recognition in Conversation,Feng Li; Wen Luo; Bing Wang; Yongwei Li,"Anhui University of Finance and Economics, Bengbu, China; Chinese Academy of Sciences, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2352-2360,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810879,https://dl.acm.org/doi/10.1145/3805622.3810879,https://dl.acm.org/doi/pdf/10.1145/3805622.3810879,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,38,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810826,MDHL-FND: Multi-Domain Hierarchical LoRA for Fake News Detection,Linfeng Ke,"School of Systems Science, Beijing Normal University, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2361-2370,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810826,https://dl.acm.org/doi/10.1145/3805622.3810826,https://dl.acm.org/doi/pdf/10.1145/3805622.3810826,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,73,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810825,DapQ-DiT: Distribution-Aware Post-Training Quantization for Efficient Generative Tasks in Diffusion Transformers,Lianwei Yang; Haokun Lin; Yichen Wu; Zhenan Sun; Qingyi Gu,"Institute of Automation, Chinese Academy of Sciences, Beijing, China and School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China; Institute of Automation, Chinese Academy of Sciences, Beijing, China; School of Artificial Intelligence, University of Chinese Academy of Sciences, Beijing, China and Department of Computer Science, City University of Hong Kong, Hong Kong, China; Center for Advanced Medical Computing and Analysis, Harvard University, Boston, USA and Department of Computer Science, City University of Hong Kong, Hong Kong, China; Institute of Automation, Chinese Academy of Sciences, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2371-2380,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810825,https://dl.acm.org/doi/10.1145/3805622.3810825,https://dl.acm.org/doi/pdf/10.1145/3805622.3810825,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,56,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810827,Synergizing Agentic Data Generation and Efficient Representation Learning for Medical Cross-Modal Understanding,Lemin Cheng,"Tsinghua University, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2390-2399,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810827,https://dl.acm.org/doi/10.1145/3805622.3810827,https://dl.acm.org/doi/pdf/10.1145/3805622.3810827,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,52,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810728,MetaDB: Metadata-Guided Diffusion Bridge Model for High-Fidelity Medical Image Synthesis,Yanjun Chi; Keqiang Wang; Wei Huang; Wei Xu; Jiaen Liang; Jun Yu,"University of Science and Technology of China, Hefei, Anhui, China; Ping An Technology Co., Ltd, China, Shanghai, shanghai, China; Unisound AI Technology Co., Ltd, Beijing, China; The First Affiliated Hospital, Division of Life Sciences and Medicine, University of Science and Technology of China, Hefei, Anhui, China; University of Science and Technology of China, Hefei, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2409-2417,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810728,https://dl.acm.org/doi/10.1145/3805622.3810728,https://dl.acm.org/doi/pdf/10.1145/3805622.3810728,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,43,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810623,Event-Based Token Sequences for Audio-Conditioned Music-Game Level Modeling,Ke Zhang; Chu-Hsuan Hsueh; Kokolo Ikeda,"Japan Advanced Institute of Science and Technology, Nomi, Ishikawa, Japan",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2418-2427,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810623,https://dl.acm.org/doi/10.1145/3805622.3810623,https://dl.acm.org/doi/pdf/10.1145/3805622.3810623,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,32,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810619,Anime-2026: A Large-scale Anime Character Dataset for Anime-related AI Tasks,Shijie Xuyang; Bingzhe Yu; Minyi Zhao; Guangze Li; Jihong Guan; Shuigeng Zhou,"Fudan University, Shanghai, China; Tongji University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2428-2437,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810619,https://dl.acm.org/doi/10.1145/3805622.3810619,https://dl.acm.org/doi/pdf/10.1145/3805622.3810619,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,59,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810611,Data-Centric Multimodal Pavement Distress Detection Using Intensity–Range Imagery,Wenhan Tao; Yongsheng Bai; Feng Wang; Jelena Tešić,"Texas State University, San Marcos, TX, USA",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2448-2456,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810611,https://dl.acm.org/doi/10.1145/3805622.3810611,https://dl.acm.org/doi/pdf/10.1145/3805622.3810611,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,42,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810616,RoDE: Linear Rectified Mixture of Diverse Experts for Food Large Multi-Modal Models,Pengkun Jiao; Xinlan Wu; Bin Zhu; Jingjing Chen; Chong-Wah Ngo; Yu-Gang Jiang,"Fudan University, Shanghai, China; Singapore Management University, Singapore, Singapore",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2457-2466,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810616,https://dl.acm.org/doi/10.1145/3805622.3810616,https://dl.acm.org/doi/pdf/10.1145/3805622.3810616,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,48,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810636,ImageNetion: Retrieval-as-Policy for Creative Gollin Figure Completion via Generative Feedback,Dongjin Huang; Yichuan Liu; Jiantao Qu; Qinghang Wu,"Shanghai Film Academy, Shanghai University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2467-2476,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810636,https://dl.acm.org/doi/10.1145/3805622.3810636,https://dl.acm.org/doi/pdf/10.1145/3805622.3810636,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,42,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810645,Fine-Grained Cross-Modal Retrieval in Art via Region-Level Grounding of Symbolic Narratives,Mihai-Bogdan Bîndilă; Shenghui Wang; Gwenn Englebienne,"University of Twente, Enschede, Netherlands",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2505-2514,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810645,https://dl.acm.org/doi/10.1145/3805622.3810645,https://dl.acm.org/doi/pdf/10.1145/3805622.3810645,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,41,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810633,DynBrush: Structure-Aware and Style-Adaptive Transfer for Traditional Chinese Landscape Rendering,Hangshen Nong; Mingyuan Ge; Mingyong Li,"Chongqing Normal University, Chongqing, China; Chongqing University, Chongqing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2515-2523,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810633,https://dl.acm.org/doi/10.1145/3805622.3810633,https://dl.acm.org/doi/pdf/10.1145/3805622.3810633,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,47,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810626,TR-GLP: A Two-Stage Framework with Temporal Reprogramming and Residual Graph Label Propagation for Short Video Fake News Detection,Junjiang Chen; Wenzhong Yang; Yabo Yin; Hongzhen Lv; Fuyuan Wei; Jingfeng He; Zongxu Luo; Junhang Wu,"Xinjiang University, Urumqi, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2533-2542,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810626,https://dl.acm.org/doi/10.1145/3805622.3810626,https://dl.acm.org/doi/pdf/10.1145/3805622.3810626,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,42,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810581,CB-CV: A Cluster-Based Cross-Validation Benchmark for Multimodal Video Out-of-Distribution Detection,Ji Zhang; Xiao Luo; Hang Zhou,"Department of Statistics and Operations Research, University of North Carolina at Chapel Hill, Chapel Hill, NC, USA; Department of Statistics, University of Wisconsin–Madison, Madison, WI, USA; Department of Statistics and Operations Research, The University of North Carolina at Chapel Hill, Chapel Hill, NC, USA and School of Data Science and Society, The University of North Carolina at Chapel Hill, Chapel Hill, NC, USA",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2543-2551,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810581,https://dl.acm.org/doi/10.1145/3805622.3810581,https://dl.acm.org/doi/pdf/10.1145/3805622.3810581,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,34,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810598,Progressive High-Confidence Pseudo-Labeling for Unsupervised Cross-View Image Geo-Localization,Long Yu; Chunfang Yang; Ma Zhu; Xu Wang; Yang Pei,"Information Engineering University, Zhengzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2571-2579,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810598,https://dl.acm.org/doi/10.1145/3805622.3810598,https://dl.acm.org/doi/pdf/10.1145/3805622.3810598,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,34,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810605,Explainable Multimodal Modeling with KANs for Urban EV Charging Demand Forecasting,Yi Zhao; Qianqian Ren; Boyuan Wang; Hui Xu,"Heilongjiang University, Harbin, Heilongiang, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2580-2587,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810605,https://dl.acm.org/doi/10.1145/3805622.3810605,https://dl.acm.org/doi/pdf/10.1145/3805622.3810605,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,23,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810590,VietFashion: Benchmarking Sketch–Text Composed Image Retrieval for Cultural Outfits,Hoang-Nguyen Cao; Le-Hoang Bui; Dinh-Khoi Vo; Minh-Triet Tran; Trung-Nghia Le,"University Of Science, Ho Chi Minh City, Vietnam and Vietnam National University, Ho Chi Minh City, Vietnam; University of Science, Ho Chi Minh City, Vietnam and Vietnam National University, Ho Chi Minh City, Vietnam",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2588-2596,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810590,https://dl.acm.org/doi/10.1145/3805622.3810590,https://dl.acm.org/doi/pdf/10.1145/3805622.3810590,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,32,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810700,Multi-Modal 3D Object Detection in Autonomous Driving: A New Survey,Peng Zhang; Xin Lin,"East China Normal University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2597-2606,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810700,https://dl.acm.org/doi/10.1145/3805622.3810700,https://dl.acm.org/doi/pdf/10.1145/3805622.3810700,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,89,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810691,Asymmetric Pipeline for Dataset Construction and Situation-aware Generative Outfit Retrieval Leveraging Differences in Task Difficulty,Yuma Oe; Katsumi Tanaka; Yoshiyuki Shoji,"Faculty of Informatics, Shizuoka University, Hamamatsu, Shizuoka, Japan; Kwansei Gakuin University, Sanda, Hyogo, Japan",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2607-2615,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810691,https://dl.acm.org/doi/10.1145/3805622.3810691,https://dl.acm.org/doi/pdf/10.1145/3805622.3810691,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,42,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810690,TrackNetV6: A Unified Framework for Lightweight and Robust Fast-Moving Tiny Ball Tracking,Jizhe Yu; Xiya Bu; Yu Liu; Kaiping Xu; Yifei Cao; Zhizhen Li,"Dalian University of Technology, Dalian, China; dalian university of technology, Dalian, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2616-2625,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810690,https://dl.acm.org/doi/10.1145/3805622.3810690,https://dl.acm.org/doi/pdf/10.1145/3805622.3810690,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,57,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810689,NIGCL: Neuro-Image Geometric Contrastive Learning for Robust EEG-Based Visual Retrieval,Xueru Zhao; Yanrong Hao; Xin Wen; Mengni Zhou; Jing Bian; Rui Cao,"Taiyuan University of Technology, Taiyuan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2626-2635,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810689,https://dl.acm.org/doi/10.1145/3805622.3810689,https://dl.acm.org/doi/pdf/10.1145/3805622.3810689,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,56,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810716,ClearNight: Synergistic Dual-Prior Aggregation for Nighttime Image Dehazing,Yiqiang Zhou; Xindan Gao; Jifeng Guo; Yanfeng Qiao; Yan Chen; Guang Li; Lu Wang,"Northeast Forestry University, Harbin, China; Guilin University of Aerospace Technology, Guilin, China; Shenyang University of Technology, Shenyang, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2636-2645,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810716,https://dl.acm.org/doi/10.1145/3805622.3810716,https://dl.acm.org/doi/pdf/10.1145/3805622.3810716,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,56,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810724,HCG-MPB: Hierarchical Complementary Gating Mechanism with Multimodal Pattern Bank for Hateful Video Detection,Hongxia Sun; Wenzhong Yang; Yabo Yin; Fuyuan Wei; Junhang Wu; Junjiang Chen,"Xinjiang University, Urumqi, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2646-2655,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810724,https://dl.acm.org/doi/10.1145/3805622.3810724,https://dl.acm.org/doi/pdf/10.1145/3805622.3810724,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,46,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810710,Focal-RegionFace: Generating Fine-Grained Multi-attribute Descriptions for Arbitrarily Selected Face Focal Regions,Kaiwen Zheng; Junchen Fu; Songpei Xu; Yaoqin He; Joemon Jose; Hu Han; Xuri Ge,"University of Glasgow, Glasgow, United Kingdom; Shandong University, Jinan, China; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2656-2665,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810710,https://dl.acm.org/doi/10.1145/3805622.3810710,https://dl.acm.org/doi/pdf/10.1145/3805622.3810710,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,48,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810688,TG-MUNet: A Lightweight Text-Guided Mamba Unet for Semi-Supervised Medical Image Segmentation,Feng Li; Chen Sun; Bing Wang; Zongyu Xie,"School of Computer and Information Engineering, Anhui University of Finance and Economics, Bengbu, Anhui, China; Department of Radiology, The First Affiliated Hospital of Bengbu Medical University, Bengbu, Anhui, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2666-2675,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810688,https://dl.acm.org/doi/10.1145/3805622.3810688,https://dl.acm.org/doi/pdf/10.1145/3805622.3810688,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,46,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810652,Beyond Semantic Understanding: Physics-Informed Adaptation of Video Foundation Models for Precision Industrial Metrology,Jiahao Chang; Haohua Zhao; Liqing Zhang,"Shanghai Jiaotong University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2704-2713,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810652,https://dl.acm.org/doi/10.1145/3805622.3810652,https://dl.acm.org/doi/pdf/10.1145/3805622.3810652,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,55,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810676,Assessing Color Vision Test in Large Vision-language Models,Hongfei Ye; Bin Chen; Wenxi Liu; Yu Zhang; Zhao Li; Dandan Ni; Hongyang Chen,"University of Chinese Academy of Sciences, Hangzhou, China; University of Chinese Academy of Sciences, Beijing, China; Zhejiang Lab, Hangzhou, China; Zhejiang University, Hangzhou, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2714-2722,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810676,https://dl.acm.org/doi/10.1145/3805622.3810676,https://dl.acm.org/doi/pdf/10.1145/3805622.3810676,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,28,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810683,SPGR: Semantic Purification and Geometric Routing for Fake Short-Video Detection,Shaojie Hu; Yong Liu; Xiaoguang Zhang,"Heilongjiang University, Harbin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2723-2731,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810683,https://dl.acm.org/doi/10.1145/3805622.3810683,https://dl.acm.org/doi/pdf/10.1145/3805622.3810683,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,45,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810678,SlimNet: High-Quality and Efficient Object Removal by Eliciting Latent Capabilities of Diffusion Models,Xiao Ma; Jin Yuan; Yao Zhang; Cheng Zhong; Zhongchao Shi; Jianping Fan; Guihua Zeng,"Shanghai Jiao Tong University, Shanghai, China and Lenovo Ltd, Beijing, China; Lenovo Ltd, Beijing, China; Shanghai Jiao Tong University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2732-2740,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810678,https://dl.acm.org/doi/10.1145/3805622.3810678,https://dl.acm.org/doi/pdf/10.1145/3805622.3810678,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,39,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
